,reviews,sentiment
3970,"Tried this brand Bourge first time... Amazing shoes at this price. Light, fits perfect, super comfortable, looks good too.Perfect for workout/running...mostly casual use. Don't think it's fit for Trekking/climbing.",2
3971,The shoes look awessome beautiful color soft to feel lightweight comfortable to wearWould have been better if it fitted slightly tighter and if had a larger tongue(checkout what is the tongue of a shoe).One more thing ....soles are soft cushioned but needed to be little more firm.Overall nice bargain as u have plenty of shoes costing more than this one without even having half the comfort.,2
3972,"Just go for it. Buy them now.If you are looking for a lightweight, comfortable, good looking and yet very low cost shoes, I bet you can't find any better than these. But outsole & insoles are very comfortable with extra cushioning. Both me & my son are using them in vigorous fitness & running drills on & off-road for past 3/6 months. It hasn't disappointed is a bit. Superb value for this budget.",2
3973,The shoes are not fit for either working out walking or running. The sole is very soft there is no support for the feet. Would not recommend anyone to buy this. It is a waste of money. You are better of looking for shoes which offer support.,0
3974,"This shoe is awesome, I got more comfort than any branded shoes, better than CROCS in terms of the cushion. Its really bouncy and very nice feel to the foot. The quality is outstanding. I liked the fine details and the finish of the shoe. Worth more than the money! One set back, though my right size is 9, I had to order 8, since number 9 was a bit larger than the usual. So you can take that chance. I had to replace and get 8 size, which was delivered very next day.",2
3975,"Damn those shoes very lite i mean very lite you can go for it without any hesitation, i mean i did broke my lag in a accident and yet not healed, so i could not wear other heavy shoes , i was looking for lite shoes with good quality i found those🙂😎 shoes i ordered 2paired , man is amazing 🥰❤️ i was appreciated with you product , sometimesYou feel like you are not wearing anything but you are wearing those shoes, that's suprise, thank you very much 🥰👏",2
3976,There is good cushioning in the sole. Its is pretty soft.. would give comfort to your feet throughout the day... the shoes are light too..But the soft cushion can also cause a lot of sweat... haven't used it in summers though.,2
3977,"Whereas otherwise the shoe is quite OK and I would not have minded giving it 4 stars, the left shoe has a manufacturing defect. There is something wrong below the front sole of the foot. When you wear it, you feel as if there is no padding and your foot is on an unfinished product, giving an uncomfortable feel.",0
3978,It’s a good product as of now used only for 2 days. Funny part is that in one of the shoes there was one single socks also. Left by someone who ordered and tried. Customer and seller forgot to remove it before sending to me.,2
3979,Sole quality is very cheap also inside material is made from foam so it is very bad smell,0
3980,This product amazed me as it's perfectly comfort and stunning light weight. Unexpected product i got as I didn't really imagine about its light weight and sole comfort. Perfect companion for my walking and running work outs.Thanks to this brand.,2
3981,"The shoe is good, comfortableBut it has one issue of forming wedges on one side while walking.",2
3982,"Suoerb shoes...soul superb very comfortable... i play table tennis, superb grip...can't ecpect anything better at this price...it's shocking to say but the comfort of these shoes nearly catches up with my Nike Air 👌🏼👏🏼",2
3983,They are tad bigger than the normal shoes. I have slightly wider feet and I was concerned that the shoes might be tighter.. however they seem to be just fine. however in terms of length you'll need to wear socks for it to fit right,2
3984,"Go for your usual sizes it fits perfectly well.  I ordered one size less after going through the reviews but that was not my best fit and then exchanged the product for my usual size. 9.  Product looks like premium standards, I'm great fan of skechers and this shoe is onpar equivalent to branded shoes comfort at affordable range.  On the durability part, only that time can reveal.",2
3985,"
                    The media could not be loaded.
                




   If anyone reading my review then wanna to tell u all that this shoe is perfect if u finding combo of sports+fashion+quality.Main and most inportant thing is its inner base... Itss too soft cotton nd fixed at toe so that you have no need to adjust inner sole again and again.2nd imp thing is shoe lace... Its grip is also good.And as the common requirement of most of pplIts light weighted as well... So guys its really worthy and affordable as well. I loved it 😍",2
3986,"This shoes after wearing it for 5 times in two months has changed to a complete mess , the color of its mesh changes drastically and the front side flap is already open .Ps: i used it for normal traveling nothing like sports or anything else.",0
3987,"This is the first time I am experiencing this but, the packaging was horrible and worthless, no effort has been put into the packaging, the product is ok but size is a bit small.  :D",0
3988,"Good enough for the price you pay. If money is not a problem but another, else these are just value for money budget shoes.",1
3989,Running shoes at a reasonable price. Very Comfortable while running. The comfy cushion sole is the best part in this shoes. Go for it. A thumbs up for this product.,2
3990,"
                    The media could not be loaded.
                




   Perfect fitVery comfortableV niceLook awsmLight weight",2
3991,Amazing product as expected..Actually not expected ki itna sahi shoe milega wo bhi is range me😍Now I am big fan of BOURGE BRAND..Quality of shoes bhi sahi hai..To bahut time bhi chalegi...And softness to bahut hi mast hai..Is range me,2
3992,Its very lightweight...Colour is the same as shown in the picture...But the main problem is...its  COMFORT....bcoz it is not giving the sponge feel inside the shoes...there is a sponge but not so good....its like flat bread...its not at all bouncy sponge..,1
3993,The product is awesome and feels like walking on pillows because its inside is made of memory foam.(The shoe in my photo looks dirty cause I had used it in a dusty environment),2
3994,Well I didn't expect the product to be this good...when you look at the price and then put on the shoe you will feel comfort both in terms of fitting and money you just spend . I believe that it is not for heavy work out but one can wear it for comfort and it also looks stylish.,2
3995,Looks good and value for money product at this price. Can not expect good quality at this price.,2
3996,"It looks good and provide comfort.  Recommend to buy considering the price when compared to shop prices.  Will wait and see how long it lasts, otherwise a better buy.",2
3997,"Can be used for working out, walks and even long office hours. Light weight and good quality product",2
3998,"Have been using it for 8 months, no issues till now. For the price, the quality and durability is overkill. Go for it, you won't be disappointed",2
3999,Much comfort which can be compared with 3-4times expensive shoes. Using it for past 3 months and no complaints at all.,2
4000,"
                    The media could not be loaded.
                




   Comfort better then other cheap shoes,,,Quality is too good I'm impressed.",2
4001,It really fits my leg and it really so light in weight,2
4002,"I purchased this item second time.This time product received is defective.Inner sole (so called memory foam) is 1 inch shorter near fingers.Hence while walking it's very uncomfortable.Since I used it ,I can't return it now. Don't purchase during sale as Quality Control is Zero",0
4003,"Close your eyes, buy these shoes, excellent quality competitor to branded shoes. Build quality comfort everything excellent. Fully satisfied",2
4004,"😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍Best product i have choosen after ocean of research , its completely budget and met all the expectations of a beginner like meNo second thoughts go for it!!!!!Trust worthy product on this budget👍👍👍👍👍👍",2
4005,"Very good productThe shoe is very light weight, even one can not feel That he is even wearing a shoe.Also the product is very long lasting.Fitting is also perfect.",2
4006,Worth in price range .good productPros1) good quality  in this price2) light weight3)feet cushion helps reliving any pain in foot heals4) Attractive looksCons1)The fit is not as good as regular shoes,2
4007,"Really Amazon is amazingly delivered a nice products so far for me thumbs up and about the shoe is too good in package, quality, everything good thanks and please maintain the same cheers",2
4008,Best in this range. Order a size above than yours and you'll be fine. Looks beautiful on legs. Good for running and OK for working out. Wish that the sole was a little harder. It is too soft. But the design of the shoes at this price point is GREAT!,2
4009,Really light weight. Very good comfort while walking and running. Memory foam is at its best. Value buy.,2
4010,"Best sports shoes at reasonable price.I used many of shoes for joining but i found this shoes as better from others.No cushion damage, no imbalance of posture after using it.I lost my shoes and because of best quality, i am reordering same shoes.",2
4011,Same like sketchers brand. Smooth memory foam. And super lite weight.Buy size 6 if your size 7. Later 3 days it will automatically fit and give you very comfortable. Advices for Walker runner and Workout people. Highly satisfied.! Never waste of your money..! You can buy.!,2
4012,"Comfortable due to the padding.Lace quality a little poor.The front part gum is coming out slowlyGrip is good and shoe is light.After seven months the sole has worn out. The lace quality is poor, but the inner foam is good.",1
4013,Very nice shoes it is as same as shown in the pic. Go for it.,2
4014,Looks very good. Worth the price surely. Hard sole. Well suited for cycling. Foam inside padding makes it very comfortable. I wouldn't trust it to last for running. But perfect for cycling.,2
4015,Actually this product is one size higher than normal..But in advt it's shown true to size ..So ordered actual size and got large one..Return requested it's on processing stage,2
4016,"I bought it for my brother, he just love them, its been few months and doing good job, so I think you should not have doubt, go for it guys.",2
4017,"Very comfortable to wear, feels light and the most important to say is with it you can walk and run confidently.A nice value for money product at this price range.Good quality material used.Won't get tampered easily.",2
4018,This product is good but not excellent i purchased this product 1 month ago and it's really comfortable I'm using it for walk i feel very comfortable and light all over this product is pretty good you can check this out but you may face fitting issue,2
4019,Light weight nd good product,2
4020,"No complains. Fitting so well and so comfortable, it is outstanding. Now I am having three pairs of the same brand.",2
4021,Shoes are not for running...It's for walking ..Very comfortable even more than branded shoes...Buy a size smaller for fitting....Value for money but sole is not durable....Remember only for walking not for running,2
4022,The upper looks good but the sole is not durable.,1
4023,"Light weight, accurate size and fashionable. Best one as expected. Thanks to Amazon and Bourge",2
4024,"The worst packing I have ever seen and the shoe outer sole gum is gone at multiple places. Takes one month of use to remove total outer sole. Expected a better quality and disappointed, Returning the shoes",0
4025,Nice product in this price point...But don't know how about lasting... let's see😅,2
4026,Amazing product. Fits perfectly. Lightweight plus plus memory form. Must go for it if u are a fitness freak!,2
4027,comfortable shoes Light weight . It fits exactly as expecteBesides the cost is very reasonableI returned costly adidas shoes because they were tight and not comfortable,2
4028,Fake product.,0
4029,"
                    The media could not be loaded.
                




   Comfort , its been 3 months since i am using it . worth of money.",2
4030,Comfortable and well fitting shoes. But sole is extremely soft and it wore off within 4 months with holes on it.,1
4031,"These shoes are fantastic based on the price point, so far the quality and comfort hasn't been a issue but for me they det dirty very easily in daily usage and acts as a dirt magnet on bike.",2
4032,I bought this pair 2 months ago and use to wear it daily during my daily physical practiceI wasn't execting this much good results from these shoes but I am surprised how comfortable these shoes are and even long lastingI am very impressed,2
4033,One of my great purchase have tried nike and sparx considering its price its pretty decent only concerned is laces look bit cheap.,2
4034,"Light weighted, a little tight it got for me, my foot size is 25.5 cm, I selected lable size 6/ India/UK 6. I think 7 will be ok for me. I changed and ordered 7, now its perfect.",2
4035,"Fantastic productswhat you see in the picture is exactly what you get. Shoes fit perfectly well, Inside cushions are excellent . Very comfortable. Looks extremly good.Thanks",2
4036,Good product But take one size small As if you require 8 than order 7All other things are goodDon't think much buy itFor daily use it is best For Park Gym Jogging best,2
4037,Great pair in the budget. Comfortable and made from breathable fabric. No sweating and odour.,2
4038,Main pointsUnexpected light weightBest qualityValue for moneySuper ComfortableBest shoes in this price range,2
4039,"Superb shoes every thing including light weight, super comfortable and perfect size",2
4040,The insole is very little padding and the sole itself is also very thin. Seems like walking on the soil itself.The co. should at lead increase the sole thickness by around 4mm and it will be fantastic.,0
4041,"It’s very good, can give opinion after few months if usage",2
4042,That was really mind blowing purchase.Feather light and flexible. 5 Star from my end,2
4043,It is really ultimate comfortable for daily use and work out,2
4044,The shoe looks very attractive but when you wear it then it does not satisfy your expectations. Its something like you are walking on a sponse sofa or bed. While running or walking its annoying. Very disappointed with the quality.,0
4045,It was a Great Shoewhen u wear it u feel so comfortableI prefer everyone who wants to buy below 600it was tooo goodgo for it,2
4046,Made in India. Light weight.All good bt the foot size they given is bit greater.Take care n order less number size.,2
4047,"This shoe is a great deal for 650 rupees. It is lightweight, gives better comfort, stunning look, cushion feel etc are awesome.",2
4048,"I have bought this shoes for gym workout and running. it is very light weight with very good comfort, you should definitely buy these shoes if you're looking best running shoes in affordable price.",2
4049,Good for regular workout. Would love to buy them again,2
4050,The product is very very light weight.In this the foot of shoe Is very cushioned and soft. But the print on the foot gone for just four days of use. The lace for shoes is normal. I will suggest improve the quality of lace.,2
4051,"Best choice at 700 inr , light weight with cushioned bottom. Can definitely give a try",2
4052,Such an amazing pair of shoes and fit as expected. Really a good deal at such an amazing price man. Tremendous deal..,2
4053,Really nice shoes. They are soft and comfortable. Best ones at this price,2
4054,Product is good for the price range 500 to  600. Looks same as shown in the picture.sole is average.dont expect more from that price range.from the sole it doesn't look suitable for running.can use for casual purpose only.,1
4055,"
                    The media could not be loaded.
                




   Less weight, comfort good, best product for this price.",2
4056,Shoes are so comfortable  to wear.  Best use for running  and morning walk . No sweating  after wearing  long time . Very good product in low price .,2
4057,Very very comfortable and good looking .. l like very much,2
4058,"Good Choise. You may go for it. However, it is out of stock now",2
4059,"Very good and comfortable shoes for all your walking, running and exercising needs.",2
4060,"I got it just for 390 rs, it's better than branded hype rated items. I strongly suggest to buy. Thx",2
4061,The quality is very low you can buy this type of quality shoes on delhi streets at 250 approximately. Reviews are overrated.,0
4062,Good quality comfortable light weight shoes and ofcourse at less price,2
4063,"Generally wear branded shoe like Nike, Addidas etc. but this one is best value for money.Cushioned and very comfortable while walking and running. Very light. Little tight initially for its size. overall best value.",2
4064,its good shoes as I mentioned above it fits me good and comfortable.No worries yall can buy it. Grey coloured pair is good looking and classic. I am satisfied to buy it for a good price like six hundred rupees only. overall its good product. Thank you Bourge!,2
4065,"Very smooth product inside, if ur lazy of running ,use this shoe sure u'll love ur track.Superb fitting superb productVery lightGood lookingAll what you expect generallyTq",2
4066,Product khula hua mila. Amazon ki koi packing nhi thi. Or product nakli lag rha hain krapya pese pahle naa de hamesh cash on delivery hi kreBahar se Itni achi quality nhi hain or bahar se itna soft bhi nhi hain.,0
4067,It's light and comfortable shoes.It gives look of premium shoes. Happy with buying.,2
4068,It is really very good product. You can go for workout as well as for party. Shoes are light in weight and looks good too.. A product has made up of good quality. It's finishing is also very nice.,2
4069,A great product in reliable price... It is lightweight so you can wear it for whole day long. Also tho cushion used in it is soo Spunchy. That make it more comfortable.,2
4070,"It's very much comfortable to wear.  I use the shoes 👟 for jogging purpose and it's owsome to wear.  As expected got product, very smooth inside and worth money",2
4071,"Writing review after 6 months of use..As a daily running shoes , they worked for 7 months.",2
4072,"Only one word Fantastic, shoes came yesterday. First impression is what you see in the picture is exactly what you get. Shoes fit perfectly well,  I ordered size 10. Inside cushions are very good.  Very comfortable. Looks extremly good. A total value for money. I would recommend,  go for it.",2
4073,It is good for casual use..lightweight..but the bottom part is little soft and shreds a little after some use..i used it for more than a month now..overall good one..,1
4074,Lightweight good looking shoe. Very comfortable for daily wear. Haven't used for long to review on durability,2
4075,This is light weight rubber base shoe which is very soft while walking worth for money,2
4076,Very comfortable and light weight. Sole quality looks good will only be determined during long term use. Value for money,2
4077,"It's good looking shoe for it's price. It's light weight. I'm using these shoes for daily walking purpose. But, can't say this is very comfortable for walking and running. Maybe the issue is with the sole design.",2
4078,Sole.quality is very poor..after 2 and half month my toe is looking out there. Poor quality waste of money.,0
4079,"Its good in this price , well fitted and looking 👍🏻 good",2
4080,Best shoes and brand till now sould is too soft hai heels are amazing florr grip is strong best for workout,2
4081,"This shoes that i have that's iron ring is broken as per the pics...I'm in a vacation, that's why I can't return the product 😔Please, check the item after delivering the product",0
4082,I like the material used in this product.,2
4083,Best product at 600rs.. premium looks.. good for running with very good cushion. Just blindly go for it. You wont regret it,2
4084,At this price of Rs.630/- is good. Packaging was pathetic. Product is ok.Light weightComfortable andCozy looks.One can buy this.,2
4085,"Very well satisfied with quality, comfort & worth of cost.",2
4086,Full cloth body.sole is very smooth like sponge . Weaste of timeBad product.don't beyond itSega is best,0
4087,"Maine 10 aadmi se iss shoes ke baare me pucha,ki ye shoes Kaisa lg rha h toh un maise 6 aadmi bad Bola or 4 aadmi very good or nice Bola Ab mujhe smjh me nhi aa rha h ki mai iss shoe ko rkhu ya return or du !!!!!!",2
4088,Product is too light in weight. We can use it while walking only. Not sure how long it'll survive. Colour is fine but material and quality is very weak. The product amount should be less than 500/- 😒,0
4089,"soft pad inside the shoes which make Comfortable, lightweight and very good looking.",2
4090,The product sole looks good for now is very light weight can run few km extra after wearing this shoes,2
4091,Good.comfortable.light weight.nice,2
4092,Good Material. Value for money.,2
4093,It's a Really Amazing Product.LightWeight and Fits as Expected.,2
4094,"Just stay your brand and product forever....Thankyou Bourge , thankyou Amazon..(•‿•)",2
4095,Soft + Air Weight + Excellent Quality +Perfect Fit + Must buy,2
4096,The shoes are exactly as the product description! And the memory foam makes the walking a bliss! Love it! And such an amazing shoe at less cost is even better,2
4097,Good product with nice finishing,2
4098,"I don't see why you shouldn't buy this.  Not suitable for heavy work out but daily use or walking, jogging it is more than enough.  Memory form at this price and quality is very rare. Go for this.",2
4099,Shoes are comfortable but one of the shoes cusion is faulty creating discomfort,1
4100,"Fitting not good, soul quality not good",1
4101,I loved the shoes. They are very lightweight and with great cushioning at this low price (599₹). These are equivalent to costlier branded shoes in quality and comfort. Go for it amigos.👍,2
4102,Good pair of shoes with memory foam and nice sole.,2
4103,Best in this price segment i am using so many brands in this price segment it is the best,2
4104,Shoes is very light weight and very comfortable for running.I have only one complaint regarding shoe Lesh .I have to change shoe Lesh with in 2 days use .otherwise shoes is very good,2
4105,I've posted a review when I got this shoe! it is still good.,2
4106,Great product. Quality of product is very good also price was awesome.,2
4107,"Shoes are awesome must buy...."" worth to buy ""Very comfortable,  soft soul, lightweight, attractive, excellent quality, can us regular Also,fast delivery, happy happy 😍😍😍 thank you so much amazon..!!",2
4108,Soul ki rubber bhut jaldi kharab ho jaati h...Otherwise nice shoes,1
4109,"Everything is perfect, except long lasting... I brought it just before 5 months, and the soal got damaged from the bottom of shoe. Apart from this, excellent material...",2
4110,Super product.. value of money .. fit as expected..,2
4111,"Fit well,for walking out very comfortable and light weight,in this price range- you must go for it.",2
4112,Nice and comfortable...,0
4113,Excellent shoes...very light wt and memory sole.,2
4114,"Used it for full day after receiving, ultra lite, comfortable .awesome",2
4115,"As per my opinion this shoes are fabulous in this range. It is very good in comfort, stylish looking, good fitting and of course it is also very good for running purpose.",1
4116,"Must recommend it, I am using this shoe for the last 3 months for daily walking and exercise and so far it's doing a great job.:)",2
4117,Too large doesn't go with universal size,0
4118,"Product is comfort and soft and ordered size 8, and fit perfect.",1
4119,Can't tell good for workouts or not buy it looks tough and these are very comfortable made of lightweight and soft material.,2
4120,"Price according ekadam badhiya bhai. 1500/2000 rupees ka Adidas, Nike, Puma se to bhut comfortable hai. Must Buy👍🏻",2
4121,Comfortable and light weight with good looks.,2
4122,"First I had received used product, but Amazon responded very fastly and again delivered new one, I had used from last one month, it is very comfortable for regular use.",2
4123,"Shoes looking good,but sole is very soft for easyly punctured from small stones,broken glass or needle,and sole sticking not properly and the product is not worth of this price comparing other brands",0
4124,I will keep this review simple and shortJust buy itYou won’t regret its been around 2 months since i bought itNot a single issue everFeather light comfortable,2
4125,ordered it for the second time in different colour.very nice looking and comfortable in wearing and stylish for walking and even wear it in official works as fashion,2
4126,This shoes I think really a good product and also very comfortable on bearing have a good and classic experience worth of money so I hardly recommend it for the people,2
4127,"excellent shoes, but bottom of shoe is better not good except that everything is fine",2
4128,"I didn't expect this type of light weight from this products , Really very comfortable while running and also it gives vision effect to your soles .",2
4129,"""Light weight"" comfortable nice shoes",2
4130,Wow. So good..  must be purchase for anybady .  I very happy with this product,2
4131,Love it,2
4132,Good,1
4133,Nice shoes great look colour is very goodOk for winter but very comfortable in summer time because air can pass through,2
4134,Product fits perfectly. It is comfortable and of very good quality. Stylish and light weight. Unbelievable product at this price. Loved everything about it. Best sports shoe at this price range.,2
4135,Good shoes thanks amzon,2
4136,Very nice and comfortable product. One must buy it.,2
4137,I've been using it for about 6 months for several sports. The grip got little damaged but still shoes are holding well. Would recommend you all,2
4138,Very comfortable and light weight shoe for daily use also same color as shown in the picture.,2
4139,very Good,2
4140,"It's light weight, comfortable, nice looking and it fits perfectly in my foot. It's a great shoe at this price range.",2
4141,Very good product in affordable price and light weight,2
4142,In 650₹ awesome product must buyIt very comfortable perfectly in size,2
4143,These are not that you want to work out in,1
4144,Great,2
4145,I have purchased six months back and I am satisfied of its performance in comparison to its price. Its a good shoe in a small price.,1
4146,Good,2
4147,"Extremely light ..Well, somehow size does not match with the standard size , little short",1
4148,"Light Weight,Stylish and Dashing,Reliable product in such low budget...",2
4149,It is the best suit for my feet and it comes with soft insole that comforts the feet while wearing it.,2
4150,"I have bought this shoe for running use and I found that the style and colour is amazing, very good comfort while jogging and running due to bounce back sole. Overall very good product.",2
4151,Shoe is very soft and light weight . overall material quality is good must recommend for jogging at budget price,2
4152,"बहुत ही आरामदायक,हल्का एवं एकदम सही साइज",2
4153,Size mentioned in size chart is correct and got the perfect fit. I must say the inside padding does wonders to ur feet. Haven’t felt such in high price shoes either. Bestest in this price range,2
4154,This shoes is very comfortable.Quality - 🌟🌟🌟🌟Colour - 🌟🌟🌟🌟Working - 🌟🌟🌟Price - 599/- but ₹100/- cashback (I am ordering)Thankyou Amazon 👑,2
4155,Nice and very comfortable,2
4156,Super Light Super Comfort,2
4157,Super dont think ...just go for it,2
4158,Value for money,2
4159,Bit large than given but ultra lightweight and so comfortable,2
4160,I Bought this shoes in  offer at 500/- . Product quality is excellent . Am reviewing this shoes after 9 months of usage.  Worth for money. Light weight.,2
4161,"Better fit, light weight, very comfortable, best in this price range,The only lace's quality could have been better...But again over all you must go for It...",2
4162,I like this product. I am reviewing it after a whole day of experience.Design ⭐⭐⭐⭐⭐Comfort ⭐⭐⭐⭐⭐Lightweight ⭐⭐⭐⭐⭐,2
4163,good one,2
4164,I'm satisfied with shoes it's amazing light weight and comfortable. Shoe's inside cousion too good and prices also very light on your pocket.,2
4165,After using this product I am fully satisfied with this product. it's comfort is as such as Reebok and Nike.,2
4166,"Exactly as shown in the image, light weight and comfortable.",2
4167,Good,2
4168,Shoe is good at this price but...Internal sole form is made of plastic formAnd my Foot is sweatingBut still when we see price Shoe is goof,2
4169,"Product was quite good but the problem is i ordered size 10 but i received size9 now I've to replace it.....idk why they make these silly mistakes ,",0
4170,Good 👍,2
4171,"Comfortable, light weight, perfect fit overall good product...",2
4172,Ok ok,1
4173,"Excellent product, light weight, nice fitting, love it. Very reasonable price and if we compare with top brands it's a very economical with great quality.",2
4174,Excellent !!! A Must buy product.,2
4175,Super light.. amazing style.. very comfortable.. overall super.. loved it.,2
4176,"Comfortable, value for money, perfectly made. Quality 10 star",2
4177,"Blindly go for it, Light weight, Awesome product only one problem there no colours in this shoes ....",2
4178,Don't go for branded shoes. This shoes will give you the true experience of branded shoes. Very nice product.,2
4179,Good quality,2
4180,"Writing review after 1 month use of product. Super comfortable shoes. You will love it after use. Without a second thought, go for it.",2
4181,This is a good shoe .,2
4182,"I like the light weight and shoes r perfectly fit easy to remove without loosing lases , sole can be modified",2
4183,It is very comfortable to walk and is light in weight,2
4184,"Very good quality i love to wear it, good for running, walking. Very comfort for long drive",2
4185,Good service and good quality,2
4186,Simply I can say it's good and comfortable,2
4187,Very light weight 🤭u can buy this shoe's without hesitation 😎,2
4188,Design is good.Looks also good on you.But soal is very soft.Price is also high.200/- rupees product.Not good.,0
4189,What I expected that was nothing product was good for looking in picture in Amazon. I am feeling not good for purchased this product,0
4190,comfortable shoe for exercise/jogging,2
4191,Good product,2
4192,Sole doesn't last for 4-5 months,0
4193,Today I received this product.It's so light weight and awesome look.good product but I dnt know how long it's give better'service .,2
4194,Really comfortable! Highly recommended. Shoe sole is so soft and you will be so happy to wear it  every time. Worth for this price.,2
4195,In normal use . Shoe got damaged in just one month. Shole wear out hole in just few week. Very cheap quality sole.,0
4196,Like lightweight and the softness.According to the comfort It is very comfortable. Only thing is I feel size is little big. Other than that this product good.,2
4197,"Pehan kr police ki dod puri ki ,... Pero me gaddi ka ehsash hota hai.Bahut hi mast heDhanywaad Amazon ❤️❤️❣️",2
4198,Even after ordering the right size the shoes size is still differing. Else Worth the money for comfort and light weight.,2
4199,I m very satisfied with the product quality. Shoes are really comfortable and light weight.I m using them at gym and for running.,2
4200,"Dont waste your money  there are other best models at this price, feels like 350 buks product.",0
4201,"Good and worth buying in this rates. Light weight, Soft, cushion and comfort for walk, jock.....select the correct size",2
4202,The shoes comfort is awesome excellent biuld quality.,2
4203,Wonderfull product,2
4204,The shoe received was very nice and perfectly fit to my legs. Very useful for running due its less weight.  Thanks amazon by delivered the product as per the delivery schedule...,2
4205,Good shoes for fitting,2
4206,Good shoes and the price is so low. Never thought this shoes to be that good. Superb,2
4207,"Got damaged product, couldn't return it back as I was in Desperate need for shoes apart from that the product is good.",1
4208,This pcs is not done with QcCause of whenever you wear this shoe your right hill touch with some excess Plastic. Which is not seen. Just feel very bad.Bad product.,0
4209,Used it for Walk and light workouts. Light weight and size was fit. Overall complete satisfaction.,2
4210,"
                    The media could not be loaded.
                




   Sole bhi thik nai hai. Bina socks kae aap oo shoes nai pahen saktae hai.",0
4211,"I like this product. I am using for jagging and walking. It's light weight, feeling so comfortable while walking and jagging.",2
4212,Comfortable during workout,2
4213,"After a 2 week passed, this shoes gave me a awesome comfort, very good quality as my expected within this price! It's absolutely perfect for a running. Go ahead with this product 😊",2
4214,Good,2
4215,Very good fitting and comfortable to wear,2
4216,Shoe is very good at this price range. Light weight and comfortable. Not less than any branded shoe.,2
4217,Soul is very spongy and poor in quality. Can't walk after wearing this shoe,0
4218,Very nice ! Value for money product.,2
4219,Wow,2
4220,Nice,2
4221,Excellent look and comfortable wear.. Looks sturdy and strong.. Very quickly delivered by Amazon..,2
4222,Poor quality and durability not working properly please don't buy any one share all of you,0
4223,Good quality of products must buy,2
4224,Product is good for regular use,2
4225,Super Light...good finish..worth buying..!!,2
4226,It’s a very good product without any defect. I got from West Bengal. Not sure of the vendor name but he is really genuine.,2
4227,Nice fitting and comfortable,2
4228,Fits perfectly,2
4229,"Very Comfortable for daily workout purpose , light weight and perfect fitting ...",2
4230,Average product,2
4231,"Amazing, satisfied product !. If u are looking for a shoe for quality,comfort and style go for this undoubtedly...  500-600 Worth it at this price .",2
4232,"light weight and comfortable.However soft sole, it wear out fast on rough surfaces",1
4233,"Very good product as it full fil all the qualities advertised by manufacturer.Light Wight,durable and very comfortable.Go for it..",2
4234,"Comfort ⭐⭐⭐⭐⭐Cushion ⭐⭐⭐⭐⭐Low weight ⭐⭐⭐⭐⭐Looking at the price initially wonder about quality, but when received and tried it's ⭐⭐⭐⭐⭐ rating shoes.",2
4235,Good product,2
4236,Don't use it for jog. It's good for occasions use or free style wear. Quality of the sole is good and the design of the product is excellent.,2
4237,Good product,2
4238,Nice,2
4239,Very good shoe with price. Made in India only. Shoe is also durable.,2
4240,I have used it for more than 6 months. Loved the product; Perfect for workouts/running.,2
4241,Soft and smooth and strong,2
4242,"Simply Awesome Shoes, Fitting is Quite good, Grey with Navy-Blue colour is Good Looking, It suits for All Costumes... Am liking this shoes... 👍👟👟",2
4243,In this Price range Superb Product.. light waight ..,2
4244,Light in weight. Great for those having wide toe. Nice fit,2
4245,"Simple one, easy to clean",2
4246,"Use boot delivery me , very poor service & Quality",0
4247,"This is 1st review, shoes are very comfortable and very flexible for walking for long distance. I m very happy with sole.",2
4248,"Its comfortable as a spa footwear, but imagine running with such a cushion insert. Feet loses stability! Ok shoes, but certainly not athletic by ANY means!",1
4249,It's surprising how good these shoes are. They are affordable and light weight and my goodness good looking... Go for it if you don't want to spend a lot on branded ones.,2
4250,"Superb shoes, suits for all purpose. Memory foam gives you additional cushioning, feels so lite. Value for money.",2
4251,Very nice,2
4252,Great product for the value,2
4253,"Don't waste money ,time! Its total disgusting product wast of money . If they take back ? No !never . Do not waste your precious money 💸",0
4254,It is not for work out because it's too delicate to tear off and it is for ONLY!!!! casual wear other wise you loss your money,2
4255,"Worth buying, comfortable. Playing cricket wearing on rough grounds.",2
4256,"A perfect shoe - very comfortable soft material , fits perfect and value for money",2
4257,Nice shoes.... Very comfortable to my foot.....price is reasonable.....,2
4258,Must buy,2
4259,No,2
4260,"Nice product, Must buy",2
4261,Nice 👌,2
4262,It is very much comfort and light weight.  I have been using these shoes for walking.  I'm pretty much satisfied.,2
4263,Good and comfortable product,2
4264,"Why to buy a 3000 footwear,go for this amazing pocket friendly shoes trendy look comfort fit or every occasion.",2
4265,Go for it it's good,2
4266,The shoe seem to be made up of very thin mesh material. Even the glue was visible over the cloth material. Not a finished product. Thw sole was dented from one side. The mesh material was very loose and it seems won't last a month.  Ordered size 7 but it was too small to fit. Ordered Return of the item the same day it arrived.,0
4267,"The shoe is very light weight and breathable, that's why it's very comfortable to wear.The fitting of the shoe is perfect for size 10 including socks.Apart from comfortable, the shoes is very stylish to wear.The quality of the shoes is Ok considering the price of shoe.",2
4268,"The Quality of the shoe is very good, I liked the shoe very much. It's perfectly fit for me & the best thing of this shoe , it's looking very premium. The sole of the shoe is also very good so you can use it for long. Best shoe under 500 .",2
